stem,question_num,answer_num,participant_num,image_key,gold_he,gold_en,vlm_answer_he,vlm_answer_en,vlm_vs_gold_mpnet_he,vlm_vs_gold_labse_he,vlm_vs_gold_mpnet_en,vlm_vs_gold_bs_f1,subject_answer_he,subject_answer_en,subj_vs_gold_mpnet_he,subj_vs_gold_labse_he,subj_vs_gold_mpnet_en,subj_vs_gold_bs_f1,vlm_vs_subj_mpnet_he
5_2_52,5,2,52,5_2,שתי המערכות מראות שיתוף פעולה בין חלקי המערכת כדי שהמערכת תתפקד היטב,Both systems show cooperation between the parts of the system so that the system will function well,תמונה זו מראה דבורים במפעל דבש וכוורת,This image shows bees in a honey factory and a beehive,0.1896,0.2902,0.1786,0.8518,גם במפעל וגם בכוורת בתמונה הזו אני רואה 2 עולמות ששניהם היררכים ויש בהם  תהליכי עבודה וחלוקת תפקידים כדי שהמערכת תתפקד,In both the factory and the hive in this picture I see 2 worlds that are both soft and have work processes and division of roles for the system to function,0.6506,0.5786,0.4945,0.8798,0.513
5_2_53,5,2,53,5_2,שתי המערכות מראות שיתוף פעולה בין חלקי המערכת כדי שהמערכת תתפקד היטב,Both systems show cooperation between the parts of the system so that the system will function well,תמונה זו מראה דבורים במפעל דבש וכוורת,This image shows bees in a honey factory and a beehive,0.1896,0.2902,0.1786,0.8518,בתמונה מוצגות 2 מערכות של פסי ייצור בדרכים ובעולמות שונים.,The image shows 2 sets of production lines on different roads and worlds.,0.4308,0.4644,0.2532,0.8634,0.5243
5_2_54,5,2,54,5_2,שתי המערכות מראות שיתוף פעולה בין חלקי המערכת כדי שהמערכת תתפקד היטב,Both systems show cooperation between the parts of the system so that the system will function well,תמונה זו מראה דבורים במפעל דבש וכוורת,This image shows bees in a honey factory and a beehive,0.1896,0.2902,0.1786,0.8518,מצד שמאל רואים דבורים שמייצרים דבש ומצד ימין תהליך ייצור מפעלי,On the left you see bees producing honey and on the right the process of manufacturing factories.,0.2693,0.3026,0.2407,0.8639,0.852
5_2_58,5,2,58,5_2,שתי המערכות מראות שיתוף פעולה בין חלקי המערכת כדי שהמערכת תתפקד היטב,Both systems show cooperation between the parts of the system so that the system will function well,תמונה זו מראה דבורים במפעל דבש וכוורת,This image shows bees in a honey factory and a beehive,0.1896,0.2902,0.1786,0.8518,התמונה מראה בצורה ברורה את ההקבלה בין מבנה חברתי ותפקודי של דבורים בכוורת לבין מבנה ותפקוד של בני אדם בארגון. שניהם פועלים כיחידה מאורגנת עם תיאום ותפקידים מוגדרים. וזה ממחיש היטב את רעיון המערכות הדומות.,The picture clearly shows the parallel between the social and functional structure of bees in a hive and the structure and function of humans in an organization. Both operate as an organized unit with defined coordination and roles. And this illustrates the idea of similar systems.,0.5394,0.525,0.5032,0.8745,0.2892
5_2_61,5,2,61,5_2,שתי המערכות מראות שיתוף פעולה בין חלקי המערכת כדי שהמערכת תתפקד היטב,Both systems show cooperation between the parts of the system so that the system will function well,תמונה זו מראה דבורים במפעל דבש וכוורת,This image shows bees in a honey factory and a beehive,0.1896,0.2902,0.1786,0.8518,בכוורת לדבורים יש תפקידים מוגדרים וכל אחת עושה את התפקיד שלה. בדומה למפעל שנראה כמו פס הרכבה טורי שכל אחד עשה את העבודה בעמדה שלו לא מעבר,"Bee hives have defined roles and each one does its job, similar to a factory that looks like a serial assembly line that everyone has done the job in their own position.",0.4044,0.3225,0.3258,0.8607,0.5088
5_2_62,5,2,62,5_2,שתי המערכות מראות שיתוף פעולה בין חלקי המערכת כדי שהמערכת תתפקד היטב,Both systems show cooperation between the parts of the system so that the system will function well,תמונה זו מראה דבורים במפעל דבש וכוורת,This image shows bees in a honey factory and a beehive,0.1896,0.2902,0.1786,0.8518,"לפי דרך השלילה, שלושת התמונות שהן לא תמונה 2 אינן משקפות מערכות דומות לדעתי בעוד תמונה 2 משקפת.","According to the negative, the three images that are not image 2 do not reflect similar systems in my opinion while image 2 does.",0.2567,0.439,0.2347,0.8628,0.1925
5_2_8,5,2,8,5_2,שתי המערכות מראות שיתוף פעולה בין חלקי המערכת כדי שהמערכת תתפקד היטב,Both systems show cooperation between the parts of the system so that the system will function well,תמונה זו מראה דבורים במפעל דבש וכוורת,This image shows bees in a honey factory and a beehive,0.1896,0.2902,0.1786,0.8518,כוורת של דבורים אל מול עבודת רובוטים,Bee hives in the face of robot work,0.2929,0.2439,0.2441,0.8634,0.4526
6_1_29,6,1,29,6_1,קבוצת מטיילים צועדת יחד במסלול ומצליחה להתקדם,A group of hikers walking together on the route and making progress,התמונה הזאת מראה אנשים הולכים בדרך ביער,This image shows people walking down a path in the woods,0.6852,0.4392,0.7688,0.8996,שאולכם ביחד אפשר גם יעזור יותר לגשם היעדים,Having them together can also help more to the rain destinations,0.401,0.3673,0.2901,0.8534,0.3176
6_1_41,6,1,41,6_1,קבוצת מטיילים צועדת יחד במסלול ומצליחה להתקדם,A group of hikers walking together on the route and making progress,התמונה הזאת מראה אנשים הולכים בדרך ביער,This image shows people walking down a path in the woods,0.6852,0.4392,0.7688,0.8996,"הם הולכים יחד בשביל, שכנראה מוביל אל היעד.","They go together on a path, which probably leads to the destination.",0.7673,0.5231,0.6329,0.8818,0.528
6_1_44,6,1,44,6_1,קבוצת מטיילים צועדת יחד במסלול ומצליחה להתקדם,A group of hikers walking together on the route and making progress,התמונה הזאת מראה אנשים הולכים בדרך ביער,This image shows people walking down a path in the woods,0.6852,0.4392,0.7688,0.8996,כי לקבוצה היה יעד להגיע למקום מבוקשם והם ממש בדרך לשם.,Because the team had a goal to get to where they wanted and they're right on their way there.,0.605,0.4656,0.4117,0.8646,0.3223
6_1_46,6,1,46,6_1,קבוצת מטיילים צועדת יחד במסלול ומצליחה להתקדם,A group of hikers walking together on the route and making progress,התמונה הזאת מראה אנשים הולכים בדרך ביער,This image shows people walking down a path in the woods,0.6852,0.4392,0.7688,0.8996,"הקבוצה כבר מרימה בידיים את המזוודות ולא גוררת אותן, לכן קרובה מאוד ליעד.","The group already picks up the suitcases and does not drag them, so very close to the destination.",0.4831,0.4552,0.2069,0.867,0.3127
6_2_11,6,2,11,6_2,צוות חותר בסירה בקצב אחיד. מה שמביא להתקדמות שלו,"A crew rows the boat at a steady pace, which results in its progress.",תמונה זו מראה אנשים חתירה בסירה על המים,This image shows people rowing in a boat on the water,0.6858,0.4048,0.6344,0.8959,יש שיטת התקדמות שכולם שותפים בה,There is a method of progress that everyone participates in.,0.5078,0.4712,0.37,0.8868,0.2549
6_2_13,6,2,13,6_2,צוות חותר בסירה בקצב אחיד. מה שמביא להתקדמות שלו,"A crew rows the boat at a steady pace, which results in its progress.",תמונה זו מראה אנשים חתירה בסירה על המים,This image shows people rowing in a boat on the water,0.6858,0.4048,0.6344,0.8959,לקבוצה יש מטרה אחת משותפת והם מתקדמים בזכות אחת  השני,The team has one common goal and they're making progress thanks to one another.,0.6172,0.6111,0.4698,0.8837,0.3186
6_2_14,6,2,14,6_2,צוות חותר בסירה בקצב אחיד. מה שמביא להתקדמות שלו,"A crew rows the boat at a steady pace, which results in its progress.",תמונה זו מראה אנשים חתירה בסירה על המים,This image shows people rowing in a boat on the water,0.6858,0.4048,0.6344,0.8959,מגיעים יחד לסוף היעד בשיתוף,Reaching the end of a shared goal,0.5042,0.3885,0.3062,0.876,0.4782
6_2_19,6,2,19,6_2,צוות חותר בסירה בקצב אחיד. מה שמביא להתקדמות שלו,"A crew rows the boat at a steady pace, which results in its progress.",תמונה זו מראה אנשים חתירה בסירה על המים,This image shows people rowing in a boat on the water,0.6858,0.4048,0.6344,0.8959,קבוצה שמצליחה להתקדם לעבר היעד הבא זה שיש כיוון אחד שכולם בוחרים בו והולכים לפיו ומסייעים לה לקרות.,A group that succeeds in moving towards the next goal is that there is one direction that everyone chooses and follows and helps happen.,0.5964,0.5479,0.4727,0.8671,0.3086
6_2_24,6,2,24,6_2,צוות חותר בסירה בקצב אחיד. מה שמביא להתקדמות שלו,"A crew rows the boat at a steady pace, which results in its progress.",תמונה זו מראה אנשים חתירה בסירה על המים,This image shows people rowing in a boat on the water,0.6858,0.4048,0.6344,0.8959,נראה כמו תחרות שהמטרה להגיע לקצה,Looks like a competition that aims to reach the edge,0.4586,0.3329,0.2792,0.8735,0.3789
6_2_26,6,2,26,6_2,צוות חותר בסירה בקצב אחיד. מה שמביא להתקדמות שלו,"A crew rows the boat at a steady pace, which results in its progress.",תמונה זו מראה אנשים חתירה בסירה על המים,This image shows people rowing in a boat on the water,0.6858,0.4048,0.6344,0.8959,לדעתי משוקף עבודה כקבוצה,In my opinion reflected work as a group,0.4737,0.3238,0.2702,0.8561,0.3358
6_2_35,6,2,35,6_2,צוות חותר בסירה בקצב אחיד. מה שמביא להתקדמות שלו,"A crew rows the boat at a steady pace, which results in its progress.",תמונה זו מראה אנשים חתירה בסירה על המים,This image shows people rowing in a boat on the water,0.6858,0.4048,0.6344,0.8959,כולם עוזרים ביחד להגיע ליעד,They all help together to reach their goal.,0.6129,0.4255,0.4247,0.8864,0.4765
6_2_37,6,2,37,6_2,צוות חותר בסירה בקצב אחיד. מה שמביא להתקדמות שלו,"A crew rows the boat at a steady pace, which results in its progress.",תמונה זו מראה אנשים חתירה בסירה על המים,This image shows people rowing in a boat on the water,0.6858,0.4048,0.6344,0.8959,שיתוף פעולה.,Collaboration.,0.4032,0.303,0.2104,0.8702,0.4154
6_2_50,6,2,50,6_2,צוות חותר בסירה בקצב אחיד. מה שמביא להתקדמות שלו,"A crew rows the boat at a steady pace, which results in its progress.",תמונה זו מראה אנשים חתירה בסירה על המים,This image shows people rowing in a boat on the water,0.6858,0.4048,0.6344,0.8959,זאת התמונה היחידה שמראה שכל קבוצה ביחד וממשיכים קדימה,This is the only picture that shows that each group together and moving forward,0.6129,0.4713,0.4727,0.8764,0.4462
6_2_52,6,2,52,6_2,צוות חותר בסירה בקצב אחיד. מה שמביא להתקדמות שלו,"A crew rows the boat at a steady pace, which results in its progress.",תמונה זו מראה אנשים חתירה בסירה על המים,This image shows people rowing in a boat on the water,0.6858,0.4048,0.6344,0.8959,"רק בתמונה הזו אני באמת רואה שיתוף פעולה וצוות , אף אחד לא יכול להמשיך בלי חברי הקבוצה שלו הלאה ולהגיע לקו הסיום","Only in this picture do I really see cooperation and a team, no one can go on without his teammates on and get to the finish line",0.5512,0.4015,0.325,0.8507,0.4502
6_2_53,6,2,53,6_2,צוות חותר בסירה בקצב אחיד. מה שמביא להתקדמות שלו,"A crew rows the boat at a steady pace, which results in its progress.",תמונה זו מראה אנשים חתירה בסירה על המים,This image shows people rowing in a boat on the water,0.6858,0.4048,0.6344,0.8959,בכל שאר התמונות ייתכן ויש פערים או בודדים שהם חלק מהקבוצה ולא רואים אם הם התקדמו או נשארו מאחור. בתמונה 2 בוודאות כולם מתקדמים יחד,In all other images there may be gaps or individuals who are part of the group and do not see if they have progressed or stayed behind.,0.341,0.3483,0.2089,0.8489,0.4146
6_2_54,6,2,54,6_2,צוות חותר בסירה בקצב אחיד. מה שמביא להתקדמות שלו,"A crew rows the boat at a steady pace, which results in its progress.",תמונה זו מראה אנשים חתירה בסירה על המים,This image shows people rowing in a boat on the water,0.6858,0.4048,0.6344,0.8959,רואים את השיתוף פעולה והסינכרון בין המשוטים,See the collaboration and synchronization between the oars,0.4618,0.2586,0.4904,0.8749,0.3832
6_2_58,6,2,58,6_2,צוות חותר בסירה בקצב אחיד. מה שמביא להתקדמות שלו,"A crew rows the boat at a steady pace, which results in its progress.",תמונה זו מראה אנשים חתירה בסירה על המים,This image shows people rowing in a boat on the water,0.6858,0.4048,0.6344,0.8959,"התמונה מייצגת בצורה הכי טובה לעומת שאר התמונות את רעיון שיתוף הפעולה, התיאום והמאמץ המשותף. כל אחד מהחברי טורם את חלקו ורק ביחד הם יצליחו להתקדם ולהגיע ליעד.","The image best represents the idea of cooperation, coordination and joint effort. Each of the members does their part and only together will they succeed in moving forward and reaching the goal.",0.4867,0.3954,0.3767,0.8731,0.4774
6_2_59,6,2,59,6_2,צוות חותר בסירה בקצב אחיד. מה שמביא להתקדמות שלו,"A crew rows the boat at a steady pace, which results in its progress.",תמונה זו מראה אנשים חתירה בסירה על המים,This image shows people rowing in a boat on the water,0.6858,0.4048,0.6344,0.8959,בחרתי בתמונה של קבוצת האנשים בסירת המשוטים משום שהם מתקדמים לעבר המטרה יחד בתור קבוצה שפועלת בעבודת צוות.,I chose the picture of the group of people in the rowboat because they are moving towards the goal together as a team working group.,0.6233,0.5356,0.6749,0.8869,0.5846
6_2_61,6,2,61,6_2,צוות חותר בסירה בקצב אחיד. מה שמביא להתקדמות שלו,"A crew rows the boat at a steady pace, which results in its progress.",תמונה זו מראה אנשים חתירה בסירה על המים,This image shows people rowing in a boat on the water,0.6858,0.4048,0.6344,0.8959,בקבוצת חותרים יש אלמנט מרכזי של סנכרון. לכן זו משימה קבוצתית,The rowers group has a central element of synchronization. Therefore it is a group task,0.4039,0.4236,0.5901,0.8768,0.2311
6_2_62,6,2,62,6_2,צוות חותר בסירה בקצב אחיד. מה שמביא להתקדמות שלו,"A crew rows the boat at a steady pace, which results in its progress.",תמונה זו מראה אנשים חתירה בסירה על המים,This image shows people rowing in a boat on the water,0.6858,0.4048,0.6344,0.8959,תמונה 2 הכי משקפת לדעתי את המילה קבוצה קודם כל. המשוטים שלהם מחוץ למים כנראה הגיעו אל היעד בעוד בתמונות האחרות האנשים עדיין בתנועה.,Figure 2 most reflects the word group in my opinion first of all. Their oars out of the water probably reached the target while in the other pictures the people are still on the move.,0.6249,0.352,0.4826,0.8658,0.5109
7_1_!4,7,1,!4,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,אם הוא ורואה את עצמו שונה ממה שהוא זה מה שהוא ישקף לסביבה שלו,"If he sees himself as different from what he is, that's what he'll reflect into his environment.",0.6808,0.5084,0.4872,0.8804,0.532
7_1_11,7,1,11,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,איך אני בוחר לראות עצמי במראה,How do I choose to see myself in the mirror?,0.5443,0.5181,0.4072,0.8999,0.5661
7_1_18,7,1,18,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,מחזקת שמה שנבחר לראות במראה זה מה שנאמין שנכון,Strengthening that what we choose to see in the mirror is what we believe is right,0.6546,0.3434,0.4591,0.8632,0.4758
7_1_21,7,1,21,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,הוא מסתכל במראה ורואה את עצמו,He looks in the mirror and sees himself.,0.4702,0.6364,0.3367,0.8876,0.8896
7_1_22,7,1,22,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,איך שאני מסתכלת במראה ומה שאני רואה ככה זו באמת ההשתקפות,The way I look in the mirror and what I see that way is really the reflection,0.6356,0.4915,0.5001,0.8728,0.6052
7_1_23,7,1,23,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,רואים אדם פשוט אך הוא יכול לראות את עצמו הרבה יותר וכך גם כלפיי חוץ לטוב או לרע,You see a simple person but he can see himself much more and so can I except for good or evil.,0.6382,0.5583,0.5299,0.8726,0.558
7_1_27,7,1,27,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,כי יש מראה ששונה ממה שהוא רואה במציאות,Because there is a mirror that is different from what it sees in reality.,0.6702,0.557,0.4914,0.8851,0.4788
7_1_29,7,1,29,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,הרבה פעמים להבין המציאות זה משפיע המון על הרבה החלטות ולא רק על מה שאני רואה,It affects a lot of decisions and not just what I see.,0.7275,0.4789,0.4657,0.887,0.2539
7_1_35,7,1,35,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,איך שאני תופס את עצמי במציאות זה מי שאני,How I perceive myself in reality is who I am.,0.663,0.6136,0.6356,0.909,0.3574
7_1_41,7,1,41,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,"מראה היא שיקוף, הוא רואה עצמו מדען למרות שבפועל הוא לא לובש חלוק, הכול בראשו של המתבונן.","Mirror is mirrored, he sees himself as a scientist even though in practice he is not wearing a robe, all in the mind of the beholder.",0.3744,0.4208,0.3295,0.8739,0.6479
7_1_44,7,1,44,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,לדוגמה בתמונה הנל האדם רואה את עצמו בעתיד רופא ובזכות כך הוא הוא גורם למציאות הזאת לקרות.,For example in the above picture the person sees himself as a doctor in the future and thanks to this he makes this reality happen.,0.5494,0.4735,0.4099,0.8769,0.4885
7_1_46,7,1,46,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,"נראה אדם שרואה את עצמו כמדען במראה, למרות שלבוש אחרת, כלומר האמונה שלו בעצמו או הידע שלו גורמים לו להיראות כך תמיד בעיניו.","A man seems to see himself as a scientist in a mirror, although a different dress, i.e. his belief in himself or his knowledge always makes him look that way in his eyes.",0.5823,0.6019,0.423,0.88,0.7177
7_1_50,7,1,50,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,זאת הכי מתאימה כי מה אני רואה בעצמי משפיע עליי,It's best because what I see in myself affects me.,0.6923,0.4652,0.513,0.8936,0.37
7_1_52,7,1,52,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,בנאדם מול המראה מסתכל ואולי רואה את החלום שלו ומאמין בעצמו ולכן כאילו רואה חלוק רופאין למרות שבמציאות  הוא ממש לא לבוש ככה,A man in front of a mirror looks and maybe sees his dream and believes in himself and so it's as if he sees a robe of medicine even though in reality he's really not dressed like that.,0.5441,0.5728,0.3493,0.8709,0.7757
7_1_53,7,1,53,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,"כשאני מבין את המציאות בצורה מסוימת אני רואה את הדברים בהתאם. אם אני מבין כימיה או חומרים(על פי התמונה 1) אז אני בעצם רואה את הדברים בצורה אחרת, עם המשמעות שלהם ודברים עמוקים יותר שאחרים לא רואים.","When I understand reality in a certain way I see things accordingly. If I understand chemistry or materials (by image 1) then I actually see things in a different way, with their meaning and deeper things that others don't.",0.6815,0.5472,0.6398,0.8933,0.2384
7_1_57,7,1,57,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,רואה את עצמו במקום שהוא חולם,He sees himself where he dreams.,0.533,0.5666,0.3791,0.8988,0.5784
7_1_59,7,1,59,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,בחרתי בתמונה של האדם שמביט בבואתו במראה משום שמה שהאדם רואה במראה זה לא מה שאנחנו רואים מהצד. הדרך שבה הוא רואה את עצמו זה מה שמשנה.,I chose the picture of the person looking at his image in the mirror because what the person sees in the mirror is not what we see on the side. The way he sees himself is what matters.,0.5969,0.4788,0.4104,0.8707,0.615
7_1_60,7,1,60,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,בתמונה נראה אדם שהמראה לא מציגה את מה שהוא לובש,"In the picture, a man looks like the mirror doesn't show what he's wearing.",0.319,0.4723,0.1489,0.8677,0.7104
7_1_61,7,1,61,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,יושב על אותו משפט: ״מחשבה מייצרת מציאות״,"Sitting on the same sentence: ""Thought produces reality""",0.6242,0.4112,0.5237,0.8684,0.2838
7_1_62,7,1,62,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,לא בוחר בשום תמונה כאן.,Don't choose any picture here.,0.1942,0.3472,0.0804,0.8544,0.3726
7_1_8,7,1,8,7_1,"כל אחד רואה את המציאות , גם של עצמו, בדרך מסויימת","Everyone sees reality, even of themselves, in a certain way.",התמונה הזו מראה אדם שמסתכל על עצמו במראה.,This image shows a man looking at himself in a mirror,0.3657,0.5498,0.242,0.8773,ניתן לראות שמה שאני מבין זה מה שאני רואה,You can see that what I understand is what I see.,0.6006,0.5247,0.4851,0.875,0.3767
8_1_15,8,1,15,8_1,שינוי בדרך שבה מתבוננים על המציאות יכולה לשנות את מה שאנחנו רואים,Changing the way we look at reality can change what we see.,תמונה זו מראה שני נתיבים שונים באותו שדה עם שמיים מעורפלים,This image shows two different paths in the same field with a misty sky,0.2079,0.3945,0.0971,0.8601,לפעמים אתה יכול לראות דרך ארוכה למרות שבפועל היא קצרה,Sometimes you can see a long way though in practice it is short,0.4929,0.4716,0.4408,0.8814,0.5616
8_1_23,8,1,23,8_1,שינוי בדרך שבה מתבוננים על המציאות יכולה לשנות את מה שאנחנו רואים,Changing the way we look at reality can change what we see.,תמונה זו מראה שני נתיבים שונים באותו שדה עם שמיים מעורפלים,This image shows two different paths in the same field with a misty sky,0.2079,0.3945,0.0971,0.8601,לפעמים הדרך נראת לא ברורה אבל אם נשנה את נקודת המבט שלנו דברים יראו אחרת כמו השביל בתמונה,Sometimes the path seems unclear but if we change our perspective things will look different like the path in the picture,0.7135,0.6202,0.6511,0.8947,0.5048
8_1_27,8,1,27,8_1,שינוי בדרך שבה מתבוננים על המציאות יכולה לשנות את מה שאנחנו רואים,Changing the way we look at reality can change what we see.,תמונה זו מראה שני נתיבים שונים באותו שדה עם שמיים מעורפלים,This image shows two different paths in the same field with a misty sky,0.2079,0.3945,0.0971,0.8601,מצד אחד אני רואה יער יפה ומצד שני ערפל מפחיד,On the one hand I see a beautiful forest and on the other a frightening mist,0.3112,0.3864,0.228,0.8728,0.6834
8_1_44,8,1,44,8_1,שינוי בדרך שבה מתבוננים על המציאות יכולה לשנות את מה שאנחנו רואים,Changing the way we look at reality can change what we see.,תמונה זו מראה שני נתיבים שונים באותו שדה עם שמיים מעורפלים,This image shows two different paths in the same field with a misty sky,0.2079,0.3945,0.0971,0.8601,לפעמים החשיבת יתר שלנו על דברים גורמת לנו לראות דברים לא בצורה הראשונה שראינו אותם.,Sometimes our overthinking about things makes us see things not in the first way we saw them.,0.7332,0.6762,0.6529,0.9153,0.3609
8_2_19,8,2,19,8_2,כשרואים את המערכת מזויות שונות ניתן להבין דברים שונים,"When you see the system from different angles, you can understand different things.",תמונה זו מראה קורי עכביש ועץ,This image shows a spider web and a tree,0.1319,0.2396,0.0713,0.8669,"לפעמיים מה שרואים מכאן לא רואים משם ולכן, צריך תמיד להסתכל על תמונה רחבה.","Sometimes what you see from here is not visible from there and therefore, you should always look at a wide picture.",0.6067,0.3062,0.5218,0.8936,0.2337
8_2_41,8,2,41,8_2,כשרואים את המערכת מזויות שונות ניתן להבין דברים שונים,"When you see the system from different angles, you can understand different things.",תמונה זו מראה קורי עכביש ועץ,This image shows a spider web and a tree,0.1319,0.2396,0.0713,0.8669,רואים את התמונה הגדולה והקשרים של הדברים,You see the big picture and the connections of things.,0.6887,0.4118,0.6209,0.9017,0.4468
8_2_46,8,2,46,8_2,כשרואים את המערכת מזויות שונות ניתן להבין דברים שונים,"When you see the system from different angles, you can understand different things.",תמונה זו מראה קורי עכביש ועץ,This image shows a spider web and a tree,0.1319,0.2396,0.0713,0.8669,נראה כמו תמונה שאומרת שלפעמים אנו מקשים על המציאות יותר ממה שהיא ורואים אותה כך אחרת מתוך זה שאנו חושבים יתר על המידה. כמו בתמונה הופכים קור בודד לרשת קורים גדולה ומאיימת.,"It seems like an image that says that sometimes we make reality more difficult than it is and see it that way differently from overthinking it, like in the picture turning a single cold into a big, threatening web.",0.6067,0.3139,0.4863,0.8623,0.2803
9_1_23,9,1,23,9_1,גם לאדם בודד יש השפעה רחבה על הסביבה שלו,A single person also has a large impact on their environment.,"תמונה זו מראה את כדור ־ הארץ ביד, המדגים שהאדם משפיע על העולם הסובב אותו מפני","This image shows the earth in a hand, which illustrates man affects the world around him because",0.5413,0.4767,0.4889,0.883,כדור הארץ נמצא תחת האחריות של בני אדם בתמונה יד אנושית מחזיקה את כדור הארץ,The Earth is under the responsibility of humans in the image A human hand holds the Earth,0.4375,0.411,0.3828,0.8917,0.6106
9_1_24,9,1,24,9_1,גם לאדם בודד יש השפעה רחבה על הסביבה שלו,A single person also has a large impact on their environment.,"תמונה זו מראה את כדור ־ הארץ ביד, המדגים שהאדם משפיע על העולם הסובב אותו מפני","This image shows the earth in a hand, which illustrates man affects the world around him because",0.5413,0.4767,0.4889,0.883,כדור הארץ בכף היד של האדם,The Earth in Man's Palm,0.428,0.4435,0.3834,0.8794,0.7127
